Symbol,Exchange
NTAP,NASDAQ
NTCT,NASDAQ
NTEC,NASDAQ
NTES,NASDAQ
NTGR,NASDAQ
NTIC,NASDAQ
NTLA,NASDAQ
NTNX,NASDAQ
NTRA,NASDAQ
NTRI,NASDAQ
NTRS,NASDAQ
NTRSP,NASDAQ
NTWK,NASDAQ
NUAN,NASDAQ
NURO,NASDAQ
NUTR,NASDAQ
NUVA,NASDAQ
NVAX,NASDAQ
NVCN,NASDAQ
NVCR,NASDAQ
NVDA,NASDAQ
NVDQ,NASDAQ
NVEC,NASDAQ
NVEE,NASDAQ
NVET,NASDAQ
NVFY,NASDAQ
NVGN,NASDAQ
NVIV,NASDAQ
NVLN,NASDAQ
NVLS,NASDAQ
NVMI,NASDAQ
NVTR,NASDAQ
NWBI,NASDAQ
NWFL,NASDAQ
NWLI,NASDAQ
NWPX,NASDAQ
NWS,NASDAQ
NWSA,NASDAQ
NXEO,NASDAQ
NXEOW,NASDAQ
NXPI,NASDAQ
NXST,NASDAQ
NXTD,NASDAQ
NXTDW,NASDAQ
NXTM,NASDAQ
NYMT,NASDAQ
NYMTO,NASDAQ
NYMTP,NASDAQ
NYMX,NASDAQ
NYNY,NASDAQ
OACQR,NASDAQ
OACQW,NASDAQ
OASM,NASDAQ
OBCI,NASDAQ
OBLN,NASDAQ
OCC,NASDAQ
OCFC,NASDAQ
OCLR,NASDAQ
OCRX,NASDAQ
OCUL,NASDAQ
ODFL,NASDAQ
ODP,NASDAQ
OESX,NASDAQ
OFIX,NASDAQ
OFLX,NASDAQ
OFS,NASDAQ
OGXI,NASDAQ
OHAI,NASDAQ
OHGI,NASDAQ
OHRP,NASDAQ
OIIM,NASDAQ
OKSB,NASDAQ
OLBK,NASDAQ
OLD,NASDAQ
OLED,NASDAQ
OLLI,NASDAQ
OMAB,NASDAQ
OMCL,NASDAQ
OMED,NASDAQ
OMER,NASDAQ
OMEX,NASDAQ
ON,NASDAQ
ONB,NASDAQ
ONCE,NASDAQ
ONCS,NASDAQ
ONEQ,NASDAQ
ONS,NASDAQ
ONSIW,NASDAQ
ONSIZ,NASDAQ
ONTX,NASDAQ
ONVO,NASDAQ
OPB,NASDAQ
OPGN,NASDAQ
OPGNW,NASDAQ
OPHC,NASDAQ
OPHT,NASDAQ
OPK,NASDAQ
OPOF,NASDAQ
OPTT,NASDAQ
OPXA,NASDAQ
OPXAW,NASDAQ
ORBC,NASDAQ
ORBK,NASDAQ
OREX,NASDAQ
ORIG,NASDAQ
ORIT,NASDAQ
ORLY,NASDAQ
ORMP,NASDAQ
ORPN,NASDAQ
ORRF,NASDAQ
OSBC,NASDAQ
OSIR,NASDAQ
OSIS,NASDAQ
OSM,NASDAQ
OSN,NASDAQ
OSTK,NASDAQ
OSUR,NASDAQ
OTEL,NASDAQ
OTEX,NASDAQ
OTIC,NASDAQ
OTIV,NASDAQ
OTTR,NASDAQ
OTTW,NASDAQ
OVAS,NASDAQ
OVBC,NASDAQ
OVLY,NASDAQ
OXBR,NASDAQ
OXBRW,NASDAQ
OXFD,NASDAQ
OXLC,NASDAQ
OXLCN,NASDAQ
OZRK,NASDAQ
PAAS,NASDAQ
PACB,NASDAQ
PACE,NASDAQ
PACEU,NASDAQ
PACEW,NASDAQ
PACW,NASDAQ
PAGG,NASDAQ
PAHC,NASDAQ
PANL,NASDAQ
PATK,NASDAQ
PAVM,NASDAQ
PAYX,NASDAQ
PBBI,NASDAQ
PBCT,NASDAQ
PBCTP,NASDAQ
PBHC,NASDAQ
PBIB,NASDAQ
PBIP,NASDAQ
PBMD,NASDAQ
PBNC,NASDAQ
PBPB,NASDAQ
PBYI,NASDAQ
PCAR,NASDAQ
PCBK,NASDAQ
PCH,NASDAQ
PCLN,NASDAQ
PCMI,NASDAQ
PCO,NASDAQ
PCOM,NASDAQ
PCRX,NASDAQ
PCTI,NASDAQ
PCTY,NASDAQ
PCYG,NASDAQ
PCYO,NASDAQ
PDBC,NASDAQ
PDCE,NASDAQ
PDCO,NASDAQ
PDEX,NASDAQ
PDFS,NASDAQ
PDLI,NASDAQ
PDP,NASDAQ
PDVW,NASDAQ
PEBK,NASDAQ
PEBO,NASDAQ
PEGA,NASDAQ
PEGI,NASDAQ
PEIX,NASDAQ
PENN,NASDAQ
PERF,NASDAQ
PERI,NASDAQ
PERY,NASDAQ
PESI,NASDAQ
PETS,NASDAQ
PETX,NASDAQ
PEY,NASDAQ
PEZ,NASDAQ
PFBC,NASDAQ
PFBI,NASDAQ
PFI,NASDAQ
PFIE,NASDAQ
PFIN,NASDAQ
PFIS,NASDAQ
PFLT,NASDAQ
PFM,NASDAQ
PFMT,NASDAQ
PFPT,NASDAQ
PFSW,NASDAQ
PGC,NASDAQ
PGJ,NASDAQ
PGLC,NASDAQ
PGNX,NASDAQ
PHII,NASDAQ
PHIIK,NASDAQ
PHMD,NASDAQ
PHO,NASDAQ
PI,NASDAQ
PICO,NASDAQ
PID,NASDAQ
PIE,NASDAQ
PIH,NASDAQ
PINC,NASDAQ
PIO,NASDAQ
PIRS,NASDAQ
PIZ,NASDAQ
PKBK,NASDAQ
PKOH,NASDAQ
PKW,NASDAQ
PLAB,NASDAQ
PLAY,NASDAQ
PLBC,NASDAQ
PLCE,NASDAQ
PLKI,NASDAQ
PLPC,NASDAQ
PLPM,NASDAQ
PLSE,NASDAQ
PLUG,NASDAQ
PLUS,NASDAQ
PLW,NASDAQ
PLXS,NASDAQ
PMBC,NASDAQ
PMD,NASDAQ
PME,NASDAQ
PMTS,NASDAQ
PNBK,NASDAQ
PNFP,NASDAQ
PNK,NASDAQ
PNNT,NASDAQ
PNQI,NASDAQ
PNRA,NASDAQ
PNTR,NASDAQ
PODD,NASDAQ
POLA,NASDAQ
POOL,NASDAQ
POPE,NASDAQ
POWI,NASDAQ
POWL,NASDAQ
PPBI,NASDAQ
PPC,NASDAQ
PPH,NASDAQ
PPHM,NASDAQ
PPHMP,NASDAQ
PPSI,NASDAQ
PRAA,NASDAQ
PRAH,NASDAQ
PRAN,NASDAQ
PRCP,NASDAQ
PRFT,NASDAQ
PRFZ,NASDAQ
PRGS,NASDAQ
PRGX,NASDAQ
PRIM,NASDAQ
PRKR,NASDAQ
PRMW,NASDAQ
PRN,NASDAQ
PROV,NASDAQ
PRPH,NASDAQ
PRQR,NASDAQ
PRSC,NASDAQ
PRSS,NASDAQ
PRTA,NASDAQ
PRTK,NASDAQ
PRTO,NASDAQ
PRTS,NASDAQ
PRXL,NASDAQ
PRZM,NASDAQ
PSAU,NASDAQ
PSCC,NASDAQ
PSCD,NASDAQ
PSCE,NASDAQ
PSCF,NASDAQ
PSCH,NASDAQ
PSCI,NASDAQ
PSCM,NASDAQ
PSCT,NASDAQ
PSCU,NASDAQ
PSDV,NASDAQ
PSEC,NASDAQ
PSIX,NASDAQ
PSL,NASDAQ
PSMT,NASDAQ
PSTB,NASDAQ
PSTI,NASDAQ
PTC,NASDAQ
PTCT,NASDAQ
PTEN,NASDAQ
PTF,NASDAQ
PTGX,NASDAQ
PTH,NASDAQ
PTI,NASDAQ
PTIE,NASDAQ
PTLA,NASDAQ
PTNR,NASDAQ
PTSI,NASDAQ
PTX,NASDAQ
PTXP,NASDAQ
PUB,NASDAQ
PUI,NASDAQ
PULM,NASDAQ
PVAC,NASDAQ
PVBC,NASDAQ
PVTB,NASDAQ
PVTBP,NASDAQ
PWOD,NASDAQ
PXI,NASDAQ
PXLW,NASDAQ
PXS,NASDAQ
PY,NASDAQ
PYDS,NASDAQ
PYPL,NASDAQ
PYZ,NASDAQ
PZRX,NASDAQ
PZZA,NASDAQ
QABA,NASDAQ
QADA,NASDAQ
QAT,NASDAQ
QBAK,NASDAQ
QCLN,NASDAQ
QCOM,NASDAQ
QCRH,NASDAQ
QDEL,NASDAQ
QGEN,NASDAQ
QINC,NASDAQ
QIWI,NASDAQ
QLYS,NASDAQ
QNST,NASDAQ
QPACW,NASDAQ
QQEW,NASDAQ
QQQ,NASDAQ
QQQX,NASDAQ
QQXT,NASDAQ
QRHC,NASDAQ
QRVO,NASDAQ
QSII,NASDAQ
QTEC,NASDAQ
QTNA,NASDAQ
QTNT,NASDAQ
QUIK,NASDAQ
QUMU,NASDAQ
QUNR,NASDAQ
QURE,NASDAQ
QVCA,NASDAQ
QYLD,NASDAQ
RADA,NASDAQ
RAIL,NASDAQ
RAND,NASDAQ
RARE,NASDAQ
RARX,NASDAQ
RAVE,NASDAQ
RAVN,NASDAQ
RBCAA,NASDAQ
RBCN,NASDAQ
RBPAA,NASDAQ
RCII,NASDAQ
RCKY,NASDAQ
RCMT,NASDAQ
RCON,NASDAQ
RDCM,NASDAQ
RDHL,NASDAQ
RDI,NASDAQ
RDNT,NASDAQ
RDUS,NASDAQ
RDVY,NASDAQ
RDWR,NASDAQ
RECN,NASDAQ
REFR,NASDAQ
REGI,NASDAQ
REGN,NASDAQ
REIS,NASDAQ
RELL,NASDAQ
RELV,NASDAQ
RELY,NASDAQ
REPH,NASDAQ
RESN,NASDAQ
RETA,NASDAQ
REXX,NASDAQ
RFAP,NASDAQ
RFDI,NASDAQ
RFEM,NASDAQ
RFEU,NASDAQ
RFIL,NASDAQ
RGCO,NASDAQ
RGEN,NASDAQ
RGLD,NASDAQ
RGLS,NASDAQ
RGNX,NASDAQ
RGSE,NASDAQ
RIBT,NASDAQ
RIBTW,NASDAQ
RICK,NASDAQ
RIGL,NASDAQ
RILY,NASDAQ
RILYL,NASDAQ
RKDA,NASDAQ
RLJE,NASDAQ
RLOG,NASDAQ
RMBS,NASDAQ
RMCF,NASDAQ
RMGN,NASDAQ
RMR,NASDAQ
RMTI,NASDAQ
RNDB,NASDAQ
RNET,NASDAQ
RNST,NASDAQ
RNVA,NASDAQ
RNVAZ,NASDAQ
RNWK,NASDAQ
ROBO,NASDAQ
ROCK,NASDAQ
ROIAK,NASDAQ
ROIC,NASDAQ
ROKA,NASDAQ
ROLL,NASDAQ
ROSG,NASDAQ
ROST,NASDAQ
RP,NASDAQ
RPD,NASDAQ
RPRX,NASDAQ
RPXC,NASDAQ
RRGB,NASDAQ
RRR,NASDAQ
RSYS,NASDAQ
RTIX,NASDAQ
RTK,NASDAQ
RTNB,NASDAQ
RTRX,NASDAQ
RTTR,NASDAQ
RUN,NASDAQ
RUSHA,NASDAQ
RUSHB,NASDAQ
RUTH,NASDAQ
RVEN,NASDAQ
RVLT,NASDAQ
RVNC,NASDAQ
RVSB,NASDAQ
RWLK,NASDAQ
RXDX,NASDAQ
RXII,NASDAQ
RXIIW,NASDAQ
RYAAY,NASDAQ
SABR,NASDAQ
SAEX,NASDAQ
SAFM,NASDAQ
SAFT,NASDAQ
SAGE,NASDAQ
SAIA,NASDAQ
SAJA,NASDAQ
SAL,NASDAQ
SALE,NASDAQ
SALM,NASDAQ
SAMG,NASDAQ
SANM,NASDAQ
SANW,NASDAQ
SASR,NASDAQ
SATS,NASDAQ
SAUC,NASDAQ
SAVE,NASDAQ
SBAC,NASDAQ
SBBP,NASDAQ
SBBX,NASDAQ
SBCF,NASDAQ
SBCP,NASDAQ
SBFG,NASDAQ
SBGI,NASDAQ
SBLK,NASDAQ
SBLKL,NASDAQ
SBNY,NASDAQ
SBOT,NASDAQ
SBPH,NASDAQ
SBRA,NASDAQ
SBRAP,NASDAQ
SBSI,NASDAQ
SBUX,NASDAQ
SCACW,NASDAQ
SCAI,NASDAQ
SCHL,NASDAQ
SCHN,NASDAQ
SCKT,NASDAQ
SCLN,NASDAQ
SCMP,NASDAQ
SCON,NASDAQ
SCOR,NASDAQ
SCSC,NASDAQ
SCSS,NASDAQ
SCVL,NASDAQ
SCWX,NASDAQ
SCYX,NASDAQ
SCZ,NASDAQ
SEAC,NASDAQ
SEDG,NASDAQ
SEED,NASDAQ
SEIC,NASDAQ
SELB,NASDAQ
SELF,NASDAQ
SENEA,NASDAQ
SEV,NASDAQ
SFBS,NASDAQ
SFLY,NASDAQ
SFM,NASDAQ
SFNC,NASDAQ
SFST,NASDAQ
SGBK,NASDAQ
SGC,NASDAQ
SGEN,NASDAQ
SGMA,NASDAQ
SGMO,NASDAQ
SGMS,NASDAQ
SGNL,NASDAQ
SGOC,NASDAQ
SGRP,NASDAQ
SGRY,NASDAQ
SGYP,NASDAQ
SHBI,NASDAQ
SHEN,NASDAQ
SHIP,NASDAQ
SHIPW,NASDAQ
SHLD,NASDAQ
SHLDW,NASDAQ
SHLM,NASDAQ
SHLO,NASDAQ
SHOO,NASDAQ
SHOR,NASDAQ
SHOS,NASDAQ
SHPG,NASDAQ
SHSP,NASDAQ
SIEB,NASDAQ
SIEN,NASDAQ
SIFI,NASDAQ
SIFY,NASDAQ
SIGI,NASDAQ
SIGM,NASDAQ
SILC,NASDAQ
SIMO,NASDAQ
SINA,NASDAQ
SINO,NASDAQ
SIR,NASDAQ
SIRI,NASDAQ
SITO,NASDAQ
SIVB,NASDAQ
SKIS,NASDAQ
SKLN,NASDAQ
SKOR,NASDAQ
SKYS,NASDAQ
SKYW,NASDAQ
SKYY,NASDAQ
SLAB,NASDAQ
SLCT,NASDAQ
SLGN,NASDAQ
SLM,NASDAQ
SLMAP,NASDAQ
SLP,NASDAQ
SLQD,NASDAQ
SLRC,NASDAQ
SLVO,NASDAQ
SMBC,NASDAQ
SMBK,NASDAQ
SMCI,NASDAQ
SMCP,NASDAQ
SMED,NASDAQ
SMIT,NASDAQ
SMMF,NASDAQ
SMMT,NASDAQ
SMRT,NASDAQ
SMSI,NASDAQ
SMTC,NASDAQ
SMTX,NASDAQ
SNAK,NASDAQ
SNBC,NASDAQ
SNC,NASDAQ
SNCR,NASDAQ
SND,NASDAQ
SNDE,NASDAQ
SNDX,NASDAQ
SNES,NASDAQ
SNFCA,NASDAQ
SNGX,NASDAQ
SNH,NASDAQ
SNHNI,NASDAQ
SNHNL,NASDAQ
SNHY,NASDAQ
SNI,NASDAQ
SNLN,NASDAQ
SNMX,NASDAQ
SNOA,NASDAQ
SNOAW,NASDAQ
SNPS,NASDAQ
SNSR,NASDAQ
SNSS,NASDAQ
SOCL,NASDAQ
SODA,NASDAQ
SOFO,NASDAQ
SOHO,NASDAQ
SOHOB,NASDAQ
SOHU,NASDAQ
SONA,NASDAQ
SONC,NASDAQ
SONS,NASDAQ
SORL,NASDAQ
SOXX,NASDAQ
SP,NASDAQ
SPAN,NASDAQ
SPAR,NASDAQ
SPCB,NASDAQ
SPEX,NASDAQ
SPHS,NASDAQ
SPI,NASDAQ
SPIL,NASDAQ
SPKE,NASDAQ
SPLK,NASDAQ
SPLS,NASDAQ
SPNC,NASDAQ
SPNE,NASDAQ
SPNS,NASDAQ
SPOK,NASDAQ
SPPI,NASDAQ
SPRT,NASDAQ
SPSC,NASDAQ
SPTN,NASDAQ
SPU,NASDAQ
SPWH,NASDAQ
SPWR,NASDAQ
SQBG,NASDAQ
SQQQ,NASDAQ
SRAX,NASDAQ
SRCE,NASDAQ
SRCL,NASDAQ
SRCLP,NASDAQ
SRDX,NASDAQ
SRET,NASDAQ
SREV,NASDAQ
SRNE,NASDAQ
SRPT,NASDAQ
SRRA,NASDAQ
SRSC,NASDAQ
SRTS,NASDAQ
SSB,NASDAQ
SSBI,NASDAQ
SSFN,NASDAQ
SSH,NASDAQ
SSKN,NASDAQ
SSNC,NASDAQ
SSRI,NASDAQ
SSYS,NASDAQ
STAA,NASDAQ
STAF,NASDAQ
STB,NASDAQ
STBA,NASDAQ
STBZ,NASDAQ
STDY,NASDAQ
STFC,NASDAQ
STKL,NASDAQ
STKS,NASDAQ
STLD,NASDAQ
STLRW,NASDAQ
STLY,NASDAQ
STML,NASDAQ
STMP,NASDAQ
STPP,NASDAQ
STRA,NASDAQ
STRL,NASDAQ
STRM,NASDAQ
STRS,NASDAQ
STRT,NASDAQ
STX,NASDAQ
SUMR,NASDAQ
SUNS,NASDAQ
SUNW,NASDAQ
SUPN,NASDAQ
SVA,NASDAQ
SVBI,NASDAQ
SVVC,NASDAQ
SWIN,NASDAQ
SWIR,NASDAQ
SWKS,NASDAQ
SYBT,NASDAQ
SYKE,NASDAQ
SYMC,NASDAQ
SYMX,NASDAQ
SYNA,NASDAQ
SYNC,NASDAQ
SYNL,NASDAQ
SYNT,NASDAQ
SYPR,NASDAQ
SYRS,NASDAQ
SYRX,NASDAQ
SYUT,NASDAQ
TA,NASDAQ
TACO,NASDAQ
TACOW,NASDAQ
TACT,NASDAQ
TAIT,NASDAQ
TANH,NASDAQ
TANNI,NASDAQ
TANNL,NASDAQ
TANNZ,NASDAQ
TAPR,NASDAQ
TASR,NASDAQ
TAST,NASDAQ
TATT,NASDAQ
TAX,NASDAQ
TBBK,NASDAQ
TBIO,NASDAQ
TBK,NASDAQ
TBNK,NASDAQ
TBPH,NASDAQ
TCBI,NASDAQ
TCBIL,NASDAQ
TCBIP,NASDAQ
TCBK,NASDAQ
TCCO,NASDAQ
TCMD,NASDAQ
TCON,NASDAQ
TCPC,NASDAQ
TCRD,NASDAQ
TCX,NASDAQ
TDIV,NASDAQ
TEAM,NASDAQ
TEAR,NASDAQ
TECD,NASDAQ
TECH,NASDAQ
TEDU,NASDAQ
TENX,NASDAQ
TERP,NASDAQ
TESO,NASDAQ
TESS,NASDAQ
TFSL,NASDAQ
TGA,NASDAQ
TGEN,NASDAQ
TGLS,NASDAQ
TGTX,NASDAQ
THFF,NASDAQ
THLD,NASDAQ
THRM,NASDAQ
THST,NASDAQ
TICC,NASDAQ
TIG,NASDAQ
TIL,NASDAQ
TILE,NASDAQ
TINY,NASDAQ
TIPT,NASDAQ
TISA,NASDAQ
TITN,NASDAQ
TIVO,NASDAQ
TKAI,NASDAQ
TLF,NASDAQ
TLGT,NASDAQ
TLND,NASDAQ
TLT,NASDAQ
TMUS,NASDAQ
TMUSP,NASDAQ
TNAV,NASDAQ
TNDM,NASDAQ
TNGO,NASDAQ
TNXP,NASDAQ
TOPS,NASDAQ
TORM,NASDAQ
TOUR,NASDAQ
TOWN,NASDAQ
TPIC,NASDAQ
TPIV,NASDAQ
TQQQ,NASDAQ
TRCB,NASDAQ
TRCH,NASDAQ
TREE,NASDAQ
TRHC,NASDAQ
TRIB,NASDAQ
TRIL,NASDAQ
TRIP,NASDAQ
TRMB,NASDAQ
TRMK,NASDAQ
TRNC,NASDAQ
TRNS,NASDAQ
TROV,NASDAQ
TROW,NASDAQ
TRS,NASDAQ
TRST,NASDAQ
TRUE,NASDAQ
TRUP,NASDAQ
TRVG,NASDAQ
TRVN,NASDAQ
TSBK,NASDAQ
TSC,NASDAQ
TSCO,NASDAQ
TSEM,NASDAQ
TSLA,NASDAQ
TSRA,NASDAQ
TSRI,NASDAQ
TSRO,NASDAQ
TST,NASDAQ
TTD,NASDAQ
TTEC,NASDAQ
TTEK,NASDAQ
TTGT,NASDAQ
TTMI,NASDAQ
TTNP,NASDAQ
TTOO,NASDAQ
TTPH,NASDAQ
TTS,NASDAQ
TTWO,NASDAQ
TUES,NASDAQ
TUSA,NASDAQ
TUSK,NASDAQ
TUTI,NASDAQ
TUTT,NASDAQ
TVIA,NASDAQ
TVIX,NASDAQ
TVIZ,NASDAQ
TVTY,NASDAQ
TWIN,NASDAQ
TWMC,NASDAQ
TWNK,NASDAQ
TWNKW,NASDAQ
TWOU,NASDAQ
TXN,NASDAQ
TXRH,NASDAQ
TYHT,NASDAQ
TYPE,NASDAQ
TZOO,NASDAQ
UAE,NASDAQ
UBCP,NASDAQ
UBFO,NASDAQ
UBIO,NASDAQ
UBNK,NASDAQ
UBNT,NASDAQ
UBOH,NASDAQ
UBSH,NASDAQ
UBSI,NASDAQ
UCBA,NASDAQ
UCBI,NASDAQ
UCFC,NASDAQ
UCTT,NASDAQ
UDBI,NASDAQ
UEIC,NASDAQ
UEPS,NASDAQ
UFCS,NASDAQ
UFPI,NASDAQ
UFPT,NASDAQ
UG,NASDAQ
UGLD,NASDAQ
UHAL,NASDAQ
UIHC,NASDAQ
ULBI,NASDAQ
ULH,NASDAQ
ULTA,NASDAQ
ULTI,NASDAQ
UMBF,NASDAQ
UMPQ,NASDAQ
UNB,NASDAQ
UNFI,NASDAQ
UNIS,NASDAQ
UNTY,NASDAQ
UNXL,NASDAQ
UPLD,NASDAQ
URBN,NASDAQ
URRE,NASDAQ
USAK,NASDAQ
USAP,NASDAQ
USAT,NASDAQ
USCR,NASDAQ
USEG,NASDAQ
USLB,NASDAQ
USLM,NASDAQ
USLV,NASDAQ
UTEK,NASDAQ
UTHR,NASDAQ
UTMD,NASDAQ
UTSI,NASDAQ
UVSP,NASDAQ
VALU,NASDAQ
VALX,NASDAQ
VASC,NASDAQ
VBIV,NASDAQ
VBLT,NASDAQ
VBND,NASDAQ
VBTX,NASDAQ
VCEL,NASDAQ
VCIT,NASDAQ
VCLT,NASDAQ
VCSH,NASDAQ
VCYT,NASDAQ
VDSI,NASDAQ
VDTH,NASDAQ
VECO,NASDAQ
VGIT,NASDAQ
VGLT,NASDAQ
VGSH,NASDAQ
VIA,NASDAQ
VIAB,NASDAQ
VIAV,NASDAQ
VICL,NASDAQ
VICR,NASDAQ
VIDI,NASDAQ
VIGI,NASDAQ
VIIX,NASDAQ
VIIZ,NASDAQ
VIP,NASDAQ
VIRC,NASDAQ
VIRT,NASDAQ
VISN,NASDAQ
VIVE,NASDAQ
VIVO,NASDAQ
VKTX,NASDAQ
VKTXW,NASDAQ
VLGEA,NASDAQ
VMBS,NASDAQ
VNDA,NASDAQ
VNET,NASDAQ
VNOM,NASDAQ
VNQI,NASDAQ
VNR,NASDAQ
VNRAP,NASDAQ
VNRBP,NASDAQ
VNRCP,NASDAQ
VOD,NASDAQ
VONE,NASDAQ
VONG,NASDAQ
VONV,NASDAQ
VOXX,NASDAQ
VRA,NASDAQ
VRAY,NASDAQ
VRIG,NASDAQ
VRML,NASDAQ
VRNS,NASDAQ
VRNT,NASDAQ
VRSK,NASDAQ
VRSN,NASDAQ
VRTB,NASDAQ
VRTS,NASDAQ
VRTU,NASDAQ
VRTX,NASDAQ
VSAR,NASDAQ
VSAT,NASDAQ
VSEC,NASDAQ
VSTM,NASDAQ
VTGN,NASDAQ
VTHR,NASDAQ
VTIP,NASDAQ
VTL,NASDAQ
VTNR,NASDAQ
VTVT,NASDAQ
VTWG,NASDAQ
VTWO,NASDAQ
VTWV,NASDAQ
VUSE,NASDAQ
VUZI,NASDAQ
VVPR,NASDAQ
VVUS,NASDAQ
VWOB,NASDAQ
VWR,NASDAQ
VXUS,NASDAQ
VYGR,NASDAQ
VYMI,NASDAQ
WABC,NASDAQ
WAFD,NASDAQ
WASH,NASDAQ
WATT,NASDAQ
WAYN,NASDAQ
WB,NASDAQ
WBA,NASDAQ
WBKC,NASDAQ
WBMD,NASDAQ
WCFB,NASDAQ
WCST,NASDAQ
WDC,NASDAQ
WDFC,NASDAQ
WEB,NASDAQ
WEBK,NASDAQ
WEN,NASDAQ
WERN,NASDAQ
WETF,NASDAQ
WEYS,NASDAQ
WFBI,NASDAQ
WFM,NASDAQ
WGBS,NASDAQ
WHF,NASDAQ
WHFBL,NASDAQ
WHLR,NASDAQ
WHLRD,NASDAQ
WHLRP,NASDAQ
WHLRW,NASDAQ
WIFI,NASDAQ
WILC,NASDAQ
WILN,NASDAQ
WIN,NASDAQ
WINA,NASDAQ
WING,NASDAQ
WINS,NASDAQ
WINT,NASDAQ
WIRE,NASDAQ
WIX,NASDAQ
WKHS,NASDAQ
WLB,NASDAQ
WLDN,NASDAQ
WLFC,NASDAQ
WLTW,NASDAQ
WMAR,NASDAQ
WMGI,NASDAQ
WMGIZ,NASDAQ
WMIH,NASDAQ
WNEB,NASDAQ
WOOD,NASDAQ
WOOF,NASDAQ
WPCS,NASDAQ
WPPGY,NASDAQ
WPRT,NASDAQ
WRLD,NASDAQ
WSBC,NASDAQ
WSBF,NASDAQ
WSCI,NASDAQ
WSFS,NASDAQ
WSFSL,NASDAQ
WSTC,NASDAQ
WSTG,NASDAQ
WSTL,NASDAQ
WTBA,NASDAQ
WTFC,NASDAQ
WTFCM,NASDAQ
WTFCW,NASDAQ
WVE,NASDAQ
WVVI,NASDAQ
WWD,NASDAQ
WYIGU,NASDAQ
WYNN,NASDAQ
XBIO,NASDAQ
XBIT,NASDAQ
XBKS,NASDAQ
XCRA,NASDAQ
XELB,NASDAQ
XENE,NASDAQ
XENT,NASDAQ
XGTI,NASDAQ
XIV,NASDAQ
XLNX,NASDAQ
XLRN,NASDAQ
XNCR,NASDAQ
XNET,NASDAQ
XOG,NASDAQ
XOMA,NASDAQ
XONE,NASDAQ
XPLR,NASDAQ
XRAY,NASDAQ
XRDC,NASDAQ
XTLB,NASDAQ
XXIA,NASDAQ
YDIV,NASDAQ
YECO,NASDAQ
YHOO,NASDAQ
YIN,NASDAQ
YLCO,NASDAQ
YNDX,NASDAQ
YORW,NASDAQ
YRCW,NASDAQ
YTEN,NASDAQ
YTRA,NASDAQ
YY,NASDAQ
Z,NASDAQ
ZAGG,NASDAQ
ZAIS,NASDAQ
ZBIO,NASDAQ
ZBRA,NASDAQ
ZEUS,NASDAQ
ZFGN,NASDAQ
ZG,NASDAQ
ZGNX,NASDAQ
ZION,NASDAQ
ZIONW,NASDAQ
ZIOP,NASDAQ
ZIV,NASDAQ
ZIXI,NASDAQ
ZLTQ,NASDAQ
ZN,NASDAQ
ZNGA,NASDAQ
ZSAN,NASDAQ
ZUMZ,NASDAQ
ZYNE,NASDAQ